	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU4683	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus cucumeris
OTU4684	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU4685	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
OTU4687	Fungi	NA	NA	NA	NA	NA	NA
OTU4688	Fungi	NA	NA	NA	NA	NA	NA
OTU4689	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	NA
OTU4691	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	NA
OTU4692	Fungi	NA	NA	NA	NA	NA	NA
OTU4694	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU4695	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4697	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	Kernia columnaris
OTU4698	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU4699	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
OTU4700	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Collariella	Collariella carteri
OTU4701	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU4703	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU4704	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
OTU4705	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	Tulostoma pulchellum
OTU4707	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
OTU4708	Fungi	NA	NA	NA	NA	NA	NA
OTU4711	NA	NA	NA	NA	NA	NA	NA
OTU4712	Fungi	NA	NA	NA	NA	NA	NA
OTU4713	Fungi	NA	NA	NA	NA	NA	NA
OTU4714	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	NA
OTU4715	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU4716	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe quercicola
OTU4717	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Dichostereum	NA
OTU4718	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sarocladium	Sarocladium bifurcatum
OTU4719	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4720	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium infirmominiatum
OTU4721	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
OTU4722	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
OTU4723	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacrymyces	Dacrymyces grandii
OTU4724	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4726	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	NA
OTU4727	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	NA
OTU4729	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neophaeosphaeriaceae	Neophaeosphaeria	Neophaeosphaeria agaves
OTU4730	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
OTU4731	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4732	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
OTU4733	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4734	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium arxii
OTU4736	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU4738	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4739	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU4740	Fungi	NA	NA	NA	NA	NA	NA
OTU4742	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	NA
OTU4744	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4745	Stramenopila	NA	NA	NA	NA	NA	NA
OTU4746	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	NA	NA	NA
OTU4747	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA
OTU4748	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Resinicium	Resinicium friabile
OTU4751	Fungi	NA	NA	NA	NA	NA	NA
OTU4753	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	NA	NA	NA
OTU4754	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria leptinellae
OTU4755	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Pseudodinemasporium	NA
OTU4756	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	NA
OTU4758	Ichthyosporia	NA	NA	NA	NA	NA	NA
OTU4759	Fungi	NA	NA	NA	NA	NA	NA
OTU4760	NA	NA	NA	NA	NA	NA	NA
OTU4761	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU4762	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	NA	NA
OTU4763	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU4766	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium citrigriseum
OTU4767	Ichthyosporia	NA	NA	NA	NA	NA	NA
OTU4768	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hydeomyces	NA
OTU4769	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU4770	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU4771	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU4772	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU4773	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Sirobasidiaceae	Sirobasidium	Sirobasidium magnum
OTU4774	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
OTU4775	Fungi	NA	NA	NA	NA	NA	NA
OTU4776	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
OTU4777	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4778	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	NA
OTU4779	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4780	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU4781	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4782	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4783	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
OTU4784	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
OTU4785	Fungi	NA	NA	NA	NA	NA	NA
OTU4786	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4791	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	NA
OTU4792	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4794	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU4797	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU4798	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU4799	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pseudopestalotiopsis	NA
OTU4800	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	NA
OTU4801	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
OTU4802	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU4803	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4804	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU4806	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella giraffa
OTU4807	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
OTU4809	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon macrocarpum
OTU4810	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4811	NA	NA	NA	NA	NA	NA	NA
OTU4812	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU4813	NA	NA	NA	NA	NA	NA	NA
OTU4814	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	NA
OTU4815	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
OTU4816	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes cingulata
OTU4817	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4819	NA	NA	NA	NA	NA	NA	NA
OTU4820	Fungi	NA	NA	NA	NA	NA	NA
OTU4821	Fungi	NA	NA	NA	NA	NA	NA
OTU4822	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4823	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	Golovinomyces montagnei
OTU4824	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
OTU4825	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma piluliferum
OTU4827	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Fusariella	NA
OTU4828	Fungi	Mucoromycota	NA	NA	NA	NA	NA
OTU4829	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU4830	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
OTU4831	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU4832	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4835	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora pithya
OTU4836	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU4837	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU4838	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4841	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4842	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU4843	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza varia
OTU4844	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU4847	Fungi	NA	NA	NA	NA	NA	NA
OTU4852	Fungi	NA	NA	NA	NA	NA	NA
OTU4854	Fungi	Ascomycota	Sordariomycetes	Atractosporales	Conlariaceae	Conlarium	NA
OTU4855	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Annulohypoxylon	NA
OTU4856	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis vermiculifer
OTU4858	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	NA	NA
OTU4859	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4860	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
OTU4862	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Acrophialophora	NA
OTU4863	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
OTU4864	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	NA
OTU4865	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Sarcinomyces	NA
OTU4866	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Cylindrobasidium	NA
OTU4867	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4868	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU4869	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4870	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Dirinaria	NA
OTU4871	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU4872	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	NA	NA
OTU4873	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Polyschema	Polyschema sclerotigenum
OTU4874	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
OTU4875	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
OTU4876	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4877	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	NA
OTU4879	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Rhynchogastrema	NA
OTU4880	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	NA	NA
OTU4881	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
OTU4882	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
OTU4883	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4885	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
OTU4886	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4887	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4889	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU4890	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
OTU4891	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
OTU4895	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium duriaei
OTU4896	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
OTU4897	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU4899	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	NA
OTU4900	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
OTU4901	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Dinemasporium	Dinemasporium sasae
OTU4902	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU4903	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
OTU4904	Fungi	NA	NA	NA	NA	NA	NA
OTU4906	NA	NA	NA	NA	NA	NA	NA
OTU4907	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA
OTU4908	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
OTU4909	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
OTU4912	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU4913	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU4916	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
OTU4917	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	NA
OTU4918	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
OTU4919	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4920	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	NA
OTU4921	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporella	NA
OTU4922	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4923	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
OTU4924	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	Pseudophialophora panicorum
OTU4925	Fungi	NA	NA	NA	NA	NA	NA
OTU4926	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Galactomyces	Galactomyces citri-aurantii
OTU4927	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4928	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4930	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU4932	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	Candida	Candida melibiosica
OTU4934	Fungi	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Anthracothecium	Anthracothecium prasinum
OTU4935	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4936	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia microbactrospora
OTU4937	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU4938	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
OTU4939	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
OTU4940	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU4941	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU4942	Fungi	Mortierellomycota	NA	NA	NA	NA	NA
OTU4943	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	NA
OTU4944	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU4945	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
OTU4946	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phaeophlebiopsis	Phaeophlebiopsis ignerii
OTU4947	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
OTU4948	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	NA
OTU4949	NA	NA	NA	NA	NA	NA	NA
OTU4950	Metazoa	Arthropoda	Insecta	Hymenoptera	Thynnidae	Pseudomeria	NA
OTU4951	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	NA	NA	NA
OTU4952	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA
OTU4953	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	NA
OTU4954	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
OTU4956	Fungi	NA	NA	NA	NA	NA	NA
OTU4957	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
OTU4958	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4959	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
OTU4960	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU4962	Fungi	NA	NA	NA	NA	NA	NA
OTU4963	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Arnium	NA
OTU4964	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4965	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	NA	NA
OTU4967	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Spiromyces	NA
OTU4968	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus cucumeris
OTU4969	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4970	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	Oliveonia	NA
OTU4971	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4973	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4974	NA	NA	NA	NA	NA	NA	NA
OTU4975	Fungi	Ascomycota	Sordariomycetes	Xylariales	Cainiaceae	Cainia	NA
OTU4978	NA	NA	NA	NA	NA	NA	NA
OTU4979	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU4980	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodiopsis	Antrodiopsis oleracea
OTU4981	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4982	Metazoa	NA	NA	NA	NA	NA	NA
OTU4983	Fungi	Rozellomycota	NA	NA	NA	NA	NA
OTU4984	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Pseudosydowia	NA
OTU4985	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Xenodevriesiaceae	Xenodevriesia	Xenodevriesia strelitziicola
OTU4986	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
OTU4987	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor pusillus
OTU4988	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU4989	Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA	NA
OTU4990	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	NA	NA
OTU4991	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Ernakulamia	Ernakulamia krabiensis
OTU4992	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU4995	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
OTU4996	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium globale
OTU4997	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU4999	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	NA	NA
OTU5000	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU5002	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	NA
OTU5003	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
OTU5005	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	NA
OTU5006	Fungi	NA	NA	NA	NA	NA	NA
OTU5007	Fungi	NA	NA	NA	NA	NA	NA
OTU5008	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	NA
OTU5010	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma chamaecyparidis
OTU5011	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	NA
OTU5012	Fungi	NA	NA	NA	NA	NA	NA
OTU5014	Fungi	Basidiomycota	Microbotryomycetes	NA	Colacogloeaceae	Colacogloea	NA
OTU5015	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
OTU5016	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	NA
OTU5017	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU5018	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU5019	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU5020	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella atlantica
OTU5021	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala mesophila
OTU5023	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU5024	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU5025	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
OTU5026	Fungi	NA	NA	NA	NA	NA	NA
OTU5027	NA	NA	NA	NA	NA	NA	NA
OTU5028	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
OTU5030	NA	NA	NA	NA	NA	NA	NA
OTU5031	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU5033	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	NA
OTU5035	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium alternicoloratum
OTU5036	Fungi	NA	NA	NA	NA	NA	NA
OTU5037	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	NA	NA
OTU5039	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
OTU5040	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
OTU5041	NA	NA	NA	NA	NA	NA	NA
OTU5042	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
OTU5043	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
OTU5044	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Robillarda	Robillarda africana
OTU5048	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
OTU5049	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
