#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU1691	SS|0.9000|UDB02161494|SH1120573.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	k:Fungi	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,g:Entrophospora	No hit
OTU1692	GS|76.1|UDB0352728|SH1322906.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	No hit	No hit
OTU1693	GS|100.0|UDB01703124|SH1018284.09FU;k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	k:Rhizaria,p:Cercozoa	No hit
OTU1694	GS|100.0|UDB02797736|SH1073269.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	No hit
OTU1695	SS|1.0000|KF849654|SH1216323.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales	No hit
OTU1696	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota	No hit
OTU1697	SS|1.0000|UDB04509670|SH1083507.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Phaeothecales,f:Phaeothecaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU1698	GS|92.9|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU1699	GS|99.3|UDB03668143|SH0930623.09FU;k:Fungi,p:Glomeromycota,c:Paraglomeromycetes,o:Paraglomerales,f:Paraglomeraceae,g:Paraglomus	k:Fungi,p:Glomeromycota,c:Paraglomeromycetes,o:Paraglomerales,f:Paraglomeraceae,g:Paraglomus	k:Fungi,p:Glomeromycota,c:Paraglomeromycetes,o:Paraglomerales,f:Paraglomeraceae,g:Paraglomus	No hit
OTU1701	SS|1.0000|UDB01367085|SH1145612.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota	No hit
OTU1702	SS|0.8900|FN547624|SH0902886.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Claroideoglomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Claroideoglomeraceae,g:Claroideoglomus,s:Claroideoglomus etunicatum	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Claroideoglomeraceae	No hit
OTU1703	SS|0.8800|UDB06378415|SH0988972.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1704	SS|0.9100|UDB04285547|SH0932975.09FU;k:Fungi,p:Glomeromycota,c:Paraglomeromycetes,o:Paraglomerales,f:Pervetustaceae	k:Fungi,p:Glomeromycota,c:Paraglomeromycetes,o:Paraglomerales,f:Pervetustaceae	k:Fungi,p:Glomeromycota,c:Paraglomeromycetes,o:Paraglomerales,f:Pervetustaceae	No hit
OTU1705	GS|100.0|GU721916|SH1224262.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU1706	SS|0.9100|JX254654|SH1203385.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Deniquelata,s:Deniquelata barringtoniae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Deniquelata,s:Deniquelata barringtoniae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Deniquelata,s:Deniquelata barringtoniae	No hit
OTU1707	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1708	GS|100.0|UDB04495320|SH1091900.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria	No hit
OTU1709	GSL|100.0|JQ776541|SH1227098.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	No hit
OTU1710	GSL|100.0|GQ254686|SH1029956.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium pinkertoniae	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium,s:Acremonium pinkertoniae	No hit
OTU1711	GS|100.0|UDB03250700|SH0887272.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Halorosellinia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Halorosellinia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales	No hit
OTU1712	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1713	SS|0.9400|KF535949|SH1174631.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1714	GS|100.0|UDB04553510|SH0894735.09FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi	No hit
OTU1715	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi	No hit
OTU1716	GS|99.6|EU041819|SH1266629.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea,s:Veronaea compacta	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea,s:Veronaea compacta	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Veronaea,s:Veronaea compacta	No hit
OTU1717	SS|1.0000|KM041760|SH0908128.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1718	GSL|100.0|OM432148|SH1257013.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales	No hit
OTU1719	GS|100.0|AF073346|SH1101528.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Erysiphe,s:Erysiphe necator	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Erysiphe,s:Erysiphe necator	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Erysiphe,s:Erysiphe necator	No hit
OTU1721	GS|100.0|UDB0972842|SH0985300.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Allophoma	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Allophoma	k:Fungi	No hit
OTU1722	GS|100.0|JX365841|SH1056075.09FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU1723	SS|0.9800|KF535949|SH1174631.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	No hit
OTU1726	SS|0.9900|UDB05847736|SH1111868.09FU;k:Fungi	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi	No hit
OTU1727	SS|1.0000|KF028767|SH1072454.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales	No hit
OTU1728	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1729	SS|0.9900|MG386068|SH1287397.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium,s:Trichomerium eucalypti	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Trichomeriaceae,g:Trichomerium	No hit
OTU1730	GS|99.3|UDB01969552|SH1291603.09FU;k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	k:Choanoflagellozoa,p:Choanoflagellata,o:Choanoflagellida	No hit
OTU1731	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Gigasporales,f:Gigasporaceae,g:Gigaspora,s:Gigaspora margarita	No hit
OTU1732	GSL|100.0|JQ514110|SH1248748.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma	No hit
OTU1733	SS|1.0000|UDB07347725|SH1096797.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU1734	GS|100.0|MN718963|SH1068927.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita tenuifolia	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita tenuifolia	k:Fungi	No hit
OTU1735	GS|98.9|UDB05238377|SH0960983.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Discinellaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Discinellaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Discinellaceae	No hit
OTU1736	GS|99.4|UDB05322015|SH1080564.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pseudochaetosphaeronema	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Pseudochaetosphaeronema	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU1737	GS|96.0|UDB02092727|SH1051192.09FU;k:Fungi	k:Fungi	No hit	No hit
OTU1738	GS|99.5|UDB02024555|SH1178189.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Neodendryphiella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Neodendryphiella	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Dictyosporiaceae,g:Neodendryphiella	No hit
OTU1739	SS|1.0000|KF535949|SH1174631.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1741	GS|100.0|AY843141|SH0996335.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Planistromellaceae,g:Ramimonilia,s:Ramimonilia apicalis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Planistromellaceae,g:Ramimonilia,s:Ramimonilia apicalis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Botryosphaeriales,f:Planistromellaceae,g:Ramimonilia,s:Ramimonilia apicalis	No hit
OTU1743	GSL|100.0|HQ607813|SH0977862.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU1745	SS|0.9800|KJ701474|SH0907954.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Rhizophagus,s:Rhizophagus intraradices	No hit
OTU1746	GS|99.5|JX347431|SH0994112.09FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU1747	GS|97.4|LC512030|SH1079718.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium	k:Fungi	No hit
OTU1748	GS|99.3|HM162340|SH0908078.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1749	GS|99.3|KF846009|SH0899788.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum,s:Colletotrichum trifolii	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum,s:Colletotrichum trifolii	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Glomerellales,f:Glomerellaceae,g:Colletotrichum,s:Colletotrichum lindemuthianum	No hit
OTU1750	SS|0.9800|AF009807|SH1207244.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Cainiaceae,g:Atrotorquata,s:Atrotorquata lineata	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Cainiaceae,g:Atrotorquata,s:Atrotorquata lineata	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Cainiaceae,g:Atrotorquata,s:Atrotorquata lineata	No hit
OTU1751	GS|100.0|MT310634|SH0929429.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Roussoellaceae,g:Neoroussoella,s:Neoroussoella heveae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Roussoellaceae,g:Neoroussoella,s:Neoroussoella heveae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Roussoellaceae,g:Neoroussoella,s:Neoroussoella heveae	No hit
OTU1753	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1754	GS|100.0|KP035001|SH1279113.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Capronia	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Capronia	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Capronia	No hit
OTU1755	GS|0.0|None;No hit	No hit	No hit	No hit
OTU1756	GSL|100.0|EF600959|SH1224293.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia trifolii	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia trifolii	No hit
OTU1758	GS|100.0|HQ667538|SH0949406.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Ochroconis,s:Ochroconis mirabilis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae,g:Ochroconis,s:Ochroconis mirabilis	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Sympoventuriaceae	No hit
OTU1759	SS|0.9700|UDB0550149|SH0907504.09FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	No hit
OTU1760	GS|100.0|HQ414616|SH0999930.09FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma	No hit
OTU1761	GS|100.0|EU490168|SH1288661.09FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU1762	GS|100.0|UDB01603780|SH0980099.09FU;k:Fungi,p:Ascomycota,g:Candelabrum	k:Fungi,p:Ascomycota,g:Candelabrum	k:Fungi,p:Ascomycota	No hit
OTU1763	GS|100.0|MN994580|SH0895921.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Leptospora,s:Leptospora phraeana	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Leptospora,s:Leptospora phraeana	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Leptospora,s:Leptospora phraeana	No hit
OTU1764	SS|0.9600|UDB05308879|SH0907487.09FU;k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	k:Fungi,p:Mucoromycota,c:Endogonomycetes,o:Endogonales	No hit
OTU1765	GS|100.0|KX345941|SH1106694.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Sacculosporaceae,g:Sacculospora,s:Sacculospora felinovii	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales,f:Sacculosporaceae,g:Sacculospora,s:Sacculospora felinovii	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Diversisporales	No hit
OTU1767	GS|100.0|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Trichophaeopsis	No hit
OTU1768	GS|100.0|MN977796|SH0961555.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma subuliforme	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma subuliforme	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	No hit
OTU1770	SS|1.0000|KY436112|SH1071837.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU1771	GS|100.0|UDB03340153|SH0973345.09FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU1772	GS|100.0|UDB04222815|SH1089662.09FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Monascella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Monascella	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Monascella	No hit
OTU1773	GS|99.5|UDB07308371|SH0931682.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales	No hit
OTU1774	GSL|100.0|GU207274|SH1248804.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Lentinus,s:Lentinus tigrinus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Lentinus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Lentinus,s:Lentinus tigrinus	No hit
OTU1775	SS|1.0000|MW175335|SH1255349.09FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Endosporiaceae,g:Gobabebomyces,s:Gobabebomyces vachelliae	k:Fungi,p:Ascomycota	No hit
OTU1776	GS|78.7|MH857569|SH1144490.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Elsinoaceae,g:Elsinoe	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,f:Elsinoaceae,g:Elsinoe	No hit	No hit
OTU1778	SS|1.0000|UDB06704004|SH1105315.09FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit
OTU1779	GS|97.5|UDB01529546|SH0906219.09FU;k:Fungi,p:Blastocladiomycota	k:Fungi,p:Blastocladiomycota	k:Fungi,p:Blastocladiomycota	No hit
OTU1780	SS|0.9800|KF028767|SH1072454.09FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Thermoascaceae,g:Byssochlamys	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU1781	GS|99.4|UDB0963482|SH1078381.09FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Stachybotryaceae,g:Alfaria	No hit
OTU1782	GS|96.4|KF535949|SH1174631.09FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Amanitaceae,g:Amanita,s:Amanita exitialis	No hit	No hit
OTU1785	GS|100.0|OM809821|SH1224310.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia oryzae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia oryzae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Curvularia,s:Curvularia oryzae	No hit
OTU1786	GS|100.0|MK071671|SH0977864.09FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae,g:Torula	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae,g:Torula	k:Fungi,p:Ascomycota	No hit
OTU1787	GS|100.0|UDB04509064|SH1071514.09FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Cyphellophoraceae,g:Cyphellophora	No hit
